order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,rating_given,returned
1262,Electronics,8439,49.2,Prepaid_UPI,499,10,1,208.8,1,0,5,0
1263,Electronics,11075,22.4,Prepaid_Card,219,7,0,331.2,6,0,5,0
1264,Beauty,946,11.9,COD,442,13,0,247.3,3,1,,0
1265,Home,1827,0,Prepaid_Card,61,2,0,152.2,8,0,1,0
1266,Footwear,2542,50,COD,498,13,1,283.1,6,0,3,1
1267,Apparel,1539,13.7,COD,177,5,1,230.4,1,1,,0
1268,Beauty,1169,52.9,Prepaid_Card,130,5,0,625,3,1,3,0
1269,Electronics,19904,28,Wallet,109,3,0,410.2,5,0,,0
1270,Electronics,35438,24.1,COD,304,8,3,82,4,0,3,1
1271,Beauty,857,24.5,Prepaid_UPI,1167,23,2,148.3,4,1,2,0
1272,Electronics,28477,55.2,Wallet,126,4,0,134.1,2,0,5,0
1273,Electronics,40310,0,COD,257,3,0,37.7,5,0,1,0
1274,Home,2006,25.2,COD,447,11,1,349.2,5,1,4,1
1275,Apparel,1516,18,Prepaid_UPI,164,3,1,310.8,6,0,1,0
1276,Electronics,42721,18.8,Prepaid_UPI,7,1,0,116.4,4,1,3,0
1277,Apparel,1354,24.2,COD,134,1,0,119.5,3,1,5,1
1278,Apparel,2158,18,Prepaid_Card,296,6,1,55.3,5,0,4,0
1279,Footwear,1740,24.8,Prepaid_Card,196,5,1,141,5,1,5,0
1280,Home,4645,21.6,Prepaid_UPI,35,2,0,302.3,5,1,5,0
1281,Electronics,14823,2.3,Prepaid_UPI,318,9,2,666.7,7,0,3,0
1282,Electronics,1363,27.7,COD,906,18,6,84.3,2,0,,0
1283,Electronics,44882,32.7,COD,604,10,0,286.4,6,1,4,0
1284,Home,2148,13.9,COD,57,0,0,720.9,2,1,5,0
1285,Beauty,2437,50,Wallet,20,0,0,218.3,6,0,4,1
1286,Beauty,1685,42,Wallet,32,4,1,215,1,1,2,0
1287,Electronics,40792,34.7,Prepaid_UPI,1178,29,0,243.7,4,0,1,1
1288,Electronics,43563,34.5,COD,5,0,0,226,7,0,2,0
1289,Electronics,26071,22.5,Prepaid_Card,24,4,0,359.5,4,0,4,0
1290,Home,7998,39.1,COD,178,7,0,849.9,4,1,2,1
1291,Electronics,34809,45.6,COD,128,0,0,151.8,5,0,2,0
1292,Home,4333,34.1,COD,39,0,0,95.9,1,1,,0
1293,Home,5343,13.4,Prepaid_UPI,514,8,3,122,5,1,2,0
1294,Electronics,9709,21.4,COD,385,8,1,375.7,2,1,3,0
1295,Electronics,1683,30.6,Prepaid_Card,334,7,2,269.5,7,0,4,0
1296,Electronics,12447,34.6,Wallet,63,1,0,412.9,4,0,1,0
1297,Apparel,1183,20.8,Prepaid_UPI,107,0,0,65.3,5,0,5,0
1298,Apparel,810,13.5,COD,85,0,0,209.8,2,1,,0
1299,Footwear,2556,45.8,Wallet,25,1,0,352.4,6,0,4,0
1300,Electronics,30018,5.9,Prepaid_Card,191,5,1,63.8,4,0,,0
1301,Apparel,1580,7.9,Prepaid_Card,178,0,0,284.8,1,0,3,0
1302,Home,7182,2.1,Prepaid_Card,5,0,0,214.6,3,0,1,0
1303,Footwear,4365,7.8,Prepaid_UPI,795,20,2,575.9,6,0,1,0
1304,Apparel,2003,40.7,Prepaid_Card,963,19,2,89.8,5,0,4,0
1305,Footwear,2981,41.2,Prepaid_Card,24,1,0,433.1,6,0,1,1
1306,Beauty,634,20.9,Prepaid_Card,1175,23,1,180.5,4,0,2,0
1307,Home,7565,29.4,COD,2050,47,0,62,7,1,,1
1308,Home,1646,21.8,Prepaid_UPI,492,7,1,157.8,7,1,5,1
1309,Apparel,673,4.1,COD,68,1,0,403,1,0,5,0
1310,Beauty,896,55.3,COD,960,23,3,382.8,6,0,2,0
1311,Electronics,26324,42.6,COD,1,1,0,329.9,8,1,3,0
1312,Beauty,1751,27.3,COD,311,6,1,122.2,5,0,,0
1313,Home,402,9.2,COD,843,17,2,584.6,4,0,1,0
1314,Apparel,1800,18.6,Prepaid_Card,511,11,2,242.3,1,0,5,0
1315,Apparel,715,11.6,COD,23,0,0,209.4,4,0,4,0
1316,Home,2583,23.5,COD,1180,26,1,241,3,1,1,0
1317,Home,2780,26.6,Prepaid_UPI,695,15,2,97.9,6,1,1,0
1318,Apparel,998,16.9,Wallet,156,3,0,65.3,7,1,4,0
1319,Footwear,3541,0.2,Prepaid_Card,162,6,1,217.7,4,0,2,0
1320,Footwear,664,54,COD,83,0,0,51.9,2,0,3,1
1321,Electronics,9807,25.6,COD,445,6,1,392.7,1,1,3,0
1322,Electronics,2178,28.8,COD,226,4,0,523.1,6,0,,0
1323,Apparel,1801,15.7,COD,137,3,0,819.6,5,1,5,0
1324,Footwear,4435,0,Wallet,325,7,2,148.1,1,0,5,0
1325,Electronics,30088,20.8,Prepaid_UPI,106,2,0,383.3,6,1,2,0
1326,Footwear,2861,17.2,COD,282,4,1,33.1,6,0,,0
1327,Electronics,40973,32.6,Wallet,156,2,0,371.3,1,1,2,0
1328,Home,2263,35.6,Prepaid_Card,29,0,0,221.6,2,0,4,0
1329,Apparel,520,33.5,COD,56,0,0,318.3,10,0,2,1
1330,Apparel,1318,36.8,Prepaid_Card,11,2,0,479.5,5,1,4,0
1331,Footwear,1541,49.1,COD,43,1,0,190,9,0,,0
1332,Electronics,20957,27.8,Prepaid_UPI,62,0,0,336.9,5,1,3,0
1333,Electronics,21186,38.5,COD,719,18,6,313,7,0,1,1
1334,Beauty,899,29.4,Prepaid_Card,12,1,0,276.6,4,0,1,0
1335,Beauty,1293,0,COD,94,0,0,135.8,3,1,5,0
1336,Footwear,2021,19.7,Wallet,428,3,0,116.8,1,0,1,0
1337,Apparel,604,9,Prepaid_Card,455,7,0,191.4,6,1,3,0
1338,Home,6974,25.5,Prepaid_Card,704,17,2,395.6,3,1,3,0
1339,Footwear,3305,10.1,COD,466,12,2,277.7,2,0,4,1
1340,Electronics,3009,31.1,Wallet,228,2,0,332.7,1,0,4,0
1341,Apparel,608,36.7,Prepaid_Card,1,1,0,317.9,5,0,3,0
1342,Footwear,886,40.1,COD,5,1,0,785.1,6,1,3,0
1343,Electronics,3904,46.3,Prepaid_UPI,36,4,0,372.5,4,1,4,0
1344,Home,755,0,COD,1352,32,6,135.5,4,1,1,1
1345,Beauty,519,4,COD,178,7,2,218.6,8,0,2,1
1346,Home,6829,65.9,Prepaid_Card,952,22,2,416.5,1,0,,1
1347,Electronics,37477,37.1,COD,593,14,0,57.6,8,0,2,0
1348,Electronics,35502,25.4,Prepaid_Card,921,20,5,235.9,2,0,2,0
1349,Electronics,28124,22.5,COD,227,7,3,184.7,4,0,1,1
1350,Apparel,1702,21.1,COD,316,4,1,123.4,5,0,1,1
1351,Footwear,3454,0,COD,228,5,0,118.4,7,0,,0
1352,Footwear,4057,10.4,COD,17,1,0,363.5,1,1,1,0
1353,Apparel,1718,20.3,Wallet,202,7,1,394.6,5,1,,0
1354,Apparel,1726,11.3,Prepaid_Card,768,16,1,188.2,3,0,4,0
1355,Footwear,3716,13.2,Prepaid_Card,1235,29,7,198.6,7,1,3,1
1356,Apparel,1401,60.4,COD,327,7,1,224.4,3,0,,0
1357,Electronics,10531,18.2,Prepaid_UPI,414,11,1,32.8,1,1,5,0
1358,Electronics,4903,26.2,COD,435,8,2,635.5,5,0,4,0
1359,Home,3527,25.6,COD,136,4,0,350.7,4,1,5,0
1360,Apparel,565,30.8,Prepaid_Card,352,8,2,415.9,8,0,2,0
1361,Home,1604,14.8,Prepaid_Card,42,0,0,190.1,7,1,,0
1362,Electronics,2244,40.7,Prepaid_UPI,35,0,0,347.9,3,1,1,0
1363,Home,2612,28.7,Prepaid_UPI,1162,28,1,100.7,7,1,3,0
1364,Apparel,2146,2.7,Prepaid_UPI,667,13,2,337.3,5,0,1,0
1365,Electronics,17797,20.4,COD,121,0,0,245.2,6,1,2,0
1366,Electronics,11751,19.4,COD,34,2,1,103.1,3,0,1,0
1367,Apparel,1126,18.7,COD,55,0,0,566.2,4,1,2,0
1368,Apparel,942,29.6,Prepaid_UPI,368,11,4,357.6,6,1,5,0
1369,Apparel,1613,31.5,Wallet,311,10,2,829.3,6,1,4,0
1370,Electronics,28990,29.7,Wallet,916,22,0,134.3,1,0,5,1
1371,Apparel,449,27.1,COD,31,1,0,213.3,6,0,5,1
1372,Beauty,1352,23.3,Prepaid_UPI,71,5,0,361.6,3,0,1,1
1373,Electronics,2786,0,Prepaid_Card,778,20,1,49.5,5,1,1,0
1374,Footwear,3209,33.7,Prepaid_UPI,324,6,1,282.5,1,0,5,1
1375,Beauty,2349,29.3,Prepaid_Card,9,3,0,364.9,6,1,5,0
1376,Apparel,2033,7.2,COD,109,1,0,120.6,6,1,,1
1377,Home,1884,26.2,COD,213,4,0,250,3,1,2,0
1378,Footwear,3471,31.7,Wallet,38,0,0,152.6,5,1,4,0
1379,Home,6407,39.6,Prepaid_Card,82,2,0,301.6,4,1,3,0
1380,Electronics,39059,29.7,COD,1010,22,1,343.3,6,1,,0
1381,Electronics,12570,26.8,COD,204,4,0,242.8,1,0,2,0
1382,Apparel,1212,36.2,COD,372,8,1,390.7,2,1,4,0
1383,Electronics,10902,17.4,Wallet,367,7,2,100.5,3,1,5,0
1384,Beauty,207,28.2,COD,119,3,0,398.7,4,1,5,0
1385,Beauty,1699,12.7,COD,505,14,2,634.5,8,1,4,0
1386,Apparel,1177,38.7,Prepaid_UPI,517,9,1,111.9,5,0,5,1
1387,Home,2210,0,Prepaid_Card,209,6,2,107.8,7,1,1,0
1388,Apparel,1925,34.3,COD,573,13,1,526.1,3,1,5,0
1389,Beauty,1315,22.3,COD,47,2,1,276.8,3,0,2,0
1390,Apparel,2190,36.5,COD,85,2,0,370.8,3,1,2,0
1391,Beauty,2014,10.3,COD,72,0,0,156.9,4,0,5,0
1392,Footwear,3977,23.3,COD,354,9,2,182,6,1,4,0
1393,Apparel,1792,22.9,COD,104,3,1,465.6,4,1,1,1
1394,Apparel,591,28.5,Prepaid_UPI,62,0,0,199.9,4,1,2,1
1395,Footwear,760,6.3,Prepaid_UPI,137,0,0,169.1,6,1,4,0
1396,Apparel,2047,31.5,Prepaid_UPI,386,9,1,63.8,3,1,1,1
1397,Electronics,7253,0,COD,20,2,1,180.3,3,0,1,1
1398,Beauty,1069,12,COD,34,3,0,108.8,4,1,2,0
1399,Home,4996,0,Wallet,275,9,2,124.8,9,1,2,0
1400,Electronics,10481,34.4,Prepaid_UPI,35,2,0,146.3,6,1,2,0
1401,Electronics,11067,28,Prepaid_Card,296,6,1,412.6,9,1,4,0
1402,Apparel,1239,28.8,COD,663,15,0,60.6,2,0,3,0
1403,Beauty,998,44.1,COD,269,3,1,258.4,5,1,,1
1404,Apparel,1618,17.3,Prepaid_Card,990,21,8,186.9,4,1,4,1
1405,Apparel,535,31.1,Prepaid_Card,61,1,0,290,4,1,5,0
1406,Apparel,1280,23,COD,75,1,0,316.9,1,0,2,0
1407,Beauty,560,20.7,Wallet,117,3,0,145,7,0,3,0
1408,Apparel,1492,41.6,Prepaid_Card,410,6,1,423.5,1,1,,0
1409,Footwear,965,53.2,Prepaid_Card,334,5,1,651.9,6,1,2,0
1410,Home,1822,15.5,COD,307,8,3,103.5,4,0,1,1
1411,Footwear,3716,34.5,Prepaid_UPI,151,2,0,353.2,2,0,4,0
1412,Beauty,703,26.8,Prepaid_UPI,100,1,0,223.3,2,1,5,0
1413,Footwear,3448,27,COD,10,0,0,246,5,0,4,0
1414,Beauty,792,25.7,Prepaid_Card,170,2,0,430.5,4,0,4,0
1415,Apparel,823,17,Prepaid_Card,248,8,2,351.5,5,0,1,0
1416,Footwear,1697,0,Prepaid_UPI,97,0,0,197.9,1,1,2,0
1417,Home,7083,45,COD,432,10,2,461.6,1,0,,0
1418,Home,3358,11.6,Prepaid_UPI,190,3,1,227.4,1,1,4,0
1419,Footwear,1475,18.4,Prepaid_Card,53,1,0,146.2,6,0,2,0
1420,Beauty,1411,18.7,COD,342,7,0,268.3,8,1,3,1
1421,Home,3269,10.2,COD,42,1,0,496.1,4,1,1,1
1422,Electronics,35811,25.6,COD,319,10,2,82,6,1,1,1
1423,Electronics,44582,21.3,COD,280,5,1,335.3,5,1,2,1
1424,Electronics,24264,11.3,Prepaid_Card,547,11,1,52.8,7,1,5,0
1425,Electronics,20987,24.2,Prepaid_UPI,450,9,1,370.2,7,1,1,0
1426,Electronics,16225,21.5,COD,1728,41,1,304.2,2,1,,0
1427,Apparel,2152,35.9,Wallet,1621,36,4,555.9,5,1,3,0
1428,Apparel,1270,1.9,COD,71,4,0,93.2,6,0,5,1
1429,Footwear,1212,9.9,Prepaid_Card,609,13,3,283.1,6,0,1,1
1430,Electronics,43652,32.9,Wallet,48,3,0,142.4,6,1,4,1
1431,Beauty,2408,12.4,Prepaid_UPI,194,5,1,191.6,4,1,4,0
1432,Home,3655,8.4,Prepaid_Card,220,6,1,611.1,6,1,4,0
1433,Apparel,1027,13.1,Prepaid_UPI,6,0,0,292.9,1,0,,0
1434,Apparel,1625,20.5,COD,535,9,2,334.1,1,0,,0
1435,Apparel,1892,20.5,COD,60,3,0,186.7,8,0,1,0
1436,Beauty,1322,18.9,Prepaid_Card,45,3,0,238.8,7,1,5,0
1437,Apparel,995,6.6,COD,447,15,3,436.8,8,0,5,0
1438,Electronics,14401,33.6,COD,428,7,0,554.7,4,1,,0
1439,Beauty,918,41.9,COD,264,7,2,241.2,2,1,,0
1440,Beauty,427,0,Wallet,709,14,0,493.5,4,1,,0
1441,Apparel,1802,0,Prepaid_UPI,121,1,0,236.7,9,1,5,0
1442,Apparel,589,37,Prepaid_UPI,97,1,0,149.7,3,0,2,0
1443,Apparel,1117,45.5,Prepaid_UPI,125,4,1,274.2,4,0,1,1
1444,Apparel,1903,0,COD,686,14,3,139.1,7,0,,1
1445,Apparel,1127,34.2,COD,106,2,0,286.8,5,0,5,0
1446,Home,2570,46.6,Prepaid_Card,439,11,2,103.4,4,1,2,0
1447,Beauty,2378,9.1,Prepaid_Card,774,19,1,359.2,6,1,,0
1448,Electronics,6743,45.7,COD,18,2,0,108.6,3,0,4,0
1449,Home,7113,19.3,Prepaid_Card,198,5,0,150.3,6,0,1,1
1450,Apparel,512,26.7,Prepaid_Card,524,11,1,167.3,1,1,5,0
1451,Footwear,2154,11.2,COD,116,1,0,117,1,0,,0
1452,Home,5164,37,COD,67,3,0,234.2,4,1,,0
1453,Footwear,1980,34.5,COD,621,12,2,29.5,7,0,5,0
1454,Beauty,1406,47.9,Prepaid_Card,803,18,2,216.2,4,0,2,0
1455,Electronics,10135,43.6,Wallet,64,0,0,15.7,4,0,1,0
1456,Apparel,1424,21.9,Prepaid_Card,168,4,0,293.1,5,0,4,0
1457,Apparel,642,68.6,Prepaid_UPI,1244,26,6,101.3,4,1,3,0
1458,Electronics,36069,42.3,Prepaid_UPI,394,8,1,307.8,1,1,3,0
1459,Beauty,1522,30.1,COD,445,9,3,483,6,1,1,0
1460,Electronics,22309,7,Prepaid_Card,1260,26,1,169.1,5,1,2,0
1461,Footwear,719,0,Prepaid_Card,374,8,1,250.6,5,0,4,0
1462,Home,4148,0.3,Prepaid_Card,137,0,0,89.2,2,0,5,0
1463,Apparel,1414,8,COD,3,0,0,309.4,8,1,1,0
1464,Electronics,12836,42.7,Wallet,300,8,4,350.7,4,1,,0
1465,Home,5517,29.3,Wallet,497,11,3,80.2,8,1,1,0
1466,Home,891,12.8,COD,121,1,0,355.7,1,0,5,0
1467,Electronics,10341,20,COD,179,6,0,715.7,4,1,3,0
1468,Apparel,1728,18.1,COD,4,0,0,196.7,8,0,,1
1469,Footwear,1089,34,Prepaid_UPI,432,8,1,174.1,4,0,4,0
1470,Apparel,842,8.8,Prepaid_Card,1574,33,1,426,1,0,4,0
1471,Beauty,1680,27.2,COD,18,4,1,164.5,2,1,1,0
1472,Apparel,1712,26.5,Prepaid_UPI,535,12,2,93.6,5,0,2,0
1473,Apparel,493,9.3,COD,47,1,0,220.8,8,0,2,0
1474,Electronics,6745,45.8,Prepaid_Card,473,11,1,378.5,4,0,,0
1475,Electronics,20740,17.6,COD,207,1,0,227.6,7,1,,0
1476,Electronics,27164,7.1,Prepaid_Card,1407,30,4,197.5,5,0,4,0
1477,Electronics,21076,34.8,Prepaid_Card,473,11,1,321.6,4,0,3,0
1478,Beauty,1671,22.8,COD,1344,30,7,132.8,6,1,2,1
1479,Electronics,34312,28.1,Prepaid_Card,474,15,2,258,7,1,1,0
1480,Electronics,42790,4.2,Wallet,607,12,3,54.6,4,1,2,0
1481,Electronics,16525,34.2,Prepaid_Card,15,2,0,310.7,3,1,3,0
1482,Apparel,694,54.6,Wallet,853,21,3,443.3,1,0,4,0
1483,Home,2333,3.1,Prepaid_Card,1527,34,3,540.3,5,0,5,1
1484,Apparel,667,27.3,Prepaid_UPI,983,22,1,398,3,0,1,0
1485,Home,3336,10.2,COD,115,2,0,347.2,6,1,5,0
1486,Apparel,1971,62.3,Prepaid_UPI,575,9,1,225.8,5,0,2,0
1487,Beauty,966,40.6,COD,1328,30,5,359.4,5,1,,1
1488,Electronics,7718,26.2,COD,555,13,3,244.2,4,0,,0
1489,Footwear,2591,3.6,COD,383,10,1,101.7,2,0,5,0
1490,Electronics,44647,7.2,COD,561,13,2,455.9,6,1,3,0
1491,Apparel,739,33.2,Wallet,62,3,1,54.6,6,1,4,1
1492,Footwear,3611,1.6,Wallet,266,4,0,177.3,10,1,2,0
1493,Home,6640,2,Prepaid_UPI,642,17,4,144.4,3,1,5,0
1494,Footwear,2105,22.1,COD,336,5,0,247.9,2,1,4,0
1495,Electronics,28336,24,Prepaid_UPI,271,6,0,389.3,2,0,2,0
1496,Home,3629,27.7,Prepaid_UPI,360,9,1,339.3,4,0,4,0
1497,Footwear,1549,15.4,COD,231,4,1,70.3,6,1,1,0
1498,Home,3581,35.8,Prepaid_Card,897,21,2,103.3,6,0,2,0
1499,Electronics,5374,9.1,Prepaid_UPI,7,0,0,348.8,8,0,1,0
1500,Home,5744,31.4,COD,267,6,0,764.6,5,1,3,0
1501,Home,6685,25.2,Prepaid_Card,70,1,0,163.9,2,1,4,0
1502,Beauty,872,31,Prepaid_UPI,173,3,0,96.1,5,1,3,0
1503,Electronics,26012,39.7,COD,65,6,1,187.7,1,0,4,0
1504,Electronics,11368,15.2,Prepaid_Card,544,10,3,86.9,4,1,2,0
1505,Footwear,1010,12.1,Prepaid_Card,228,0,0,213.7,4,1,4,0
1506,Electronics,30266,0,Prepaid_UPI,904,18,1,250.9,6,0,4,0
1507,Footwear,1036,0,Wallet,1020,23,6,440.2,5,0,5,0
1508,Electronics,35451,19.4,Prepaid_UPI,684,14,1,323,3,0,2,0
1509,Apparel,889,20.4,Prepaid_Card,661,17,1,380.6,3,0,2,0
1510,Footwear,3774,5.7,Prepaid_Card,365,10,3,212.5,5,0,3,0
1511,Apparel,1063,8.9,Prepaid_Card,270,5,1,618.5,6,0,1,1
1512,Apparel,1064,44.9,Prepaid_Card,595,10,1,87.2,6,0,5,1
1513,Home,6079,35.1,COD,123,0,0,218.1,3,0,3,0
1514,Footwear,2541,3.1,Prepaid_UPI,429,9,3,213,4,1,4,0
1515,Footwear,1304,15.4,Prepaid_UPI,20,0,0,149.5,2,1,2,0
1516,Apparel,1931,28.1,Prepaid_Card,379,8,1,486.5,2,1,2,1
1517,Apparel,1012,12.6,Prepaid_UPI,116,5,1,29.7,1,1,3,1
1518,Beauty,392,9.9,Prepaid_UPI,491,12,1,115.7,3,1,3,0
1519,Apparel,1149,16.9,COD,472,11,1,250.5,7,1,,0
1520,Apparel,1433,38.4,COD,353,6,1,194.4,8,0,5,1
1521,Apparel,1498,39.7,COD,259,6,1,222.3,6,0,4,0
1522,Electronics,37800,11,COD,94,2,0,123.7,7,0,4,0
1523,Footwear,2666,28.9,Prepaid_Card,348,8,1,166.4,6,1,1,0
1524,Footwear,1395,21.9,COD,7,2,1,427.4,5,1,3,0
1525,Home,2315,6.9,COD,193,6,1,337.9,1,0,1,0
1526,Apparel,582,17.5,COD,230,5,1,231.6,9,0,,1
1527,Electronics,33433,3,Prepaid_UPI,40,2,1,370.4,4,0,5,0
1528,Electronics,5840,39.4,Prepaid_UPI,131,2,0,416.5,4,0,4,0
1529,Apparel,1490,45.3,COD,687,18,3,681.7,8,1,,1
1530,Apparel,1475,15.8,COD,918,19,3,358.6,5,0,1,0
1531,Apparel,1814,12.3,COD,223,5,1,406.2,10,0,2,1
1532,Apparel,534,37.8,COD,1640,39,13,140.9,3,0,4,1
1533,Home,1862,40.2,COD,140,2,0,306.4,7,0,2,0
1534,Home,7304,5.3,COD,428,7,1,242.9,4,0,3,1
1535,Apparel,1430,19.8,COD,53,0,0,413.5,5,1,,0
1536,Electronics,21247,21.1,Wallet,1574,38,5,400.4,3,0,1,0
1537,Footwear,3491,10.4,Prepaid_Card,308,2,1,392.3,3,0,4,0
1538,Footwear,4110,27.8,Prepaid_UPI,240,6,0,471.4,7,1,5,1
1539,Footwear,1552,11.5,COD,335,6,0,323.7,6,1,3,0
1540,Electronics,40685,13.9,COD,1067,23,5,149.1,5,1,3,0
1541,Footwear,935,20.5,Wallet,800,17,3,343.3,1,0,4,0
1542,Apparel,2160,0,COD,161,5,1,410,1,0,4,0
1543,Electronics,8421,0,Prepaid_Card,115,3,0,418,2,0,2,0
1544,Apparel,879,35.8,Wallet,21,2,0,180,4,0,3,0
1545,Electronics,5431,10.9,Prepaid_Card,802,20,4,55.3,4,0,3,0
1546,Electronics,36401,54,COD,95,2,0,523.2,5,0,5,0
1547,Apparel,2172,51.6,Prepaid_Card,129,2,0,169.3,7,1,5,0
1548,Footwear,1688,14.4,COD,155,4,2,217,8,1,3,0
1549,Apparel,986,57.1,COD,45,2,0,193,5,1,5,0
1550,Apparel,902,36.1,COD,178,2,0,269.4,3,1,4,0
1551,Apparel,679,12.3,Prepaid_UPI,552,13,3,195,6,0,3,0
1552,Electronics,35690,0,Prepaid_UPI,393,8,0,255.1,5,0,3,0
1553,Apparel,509,32.3,COD,240,4,0,139.6,6,0,,1
1554,Electronics,43589,22.5,COD,391,7,2,487.3,7,1,5,1
1555,Apparel,2069,28.5,Prepaid_UPI,648,13,1,331.4,4,1,1,0
1556,Footwear,974,18.6,Wallet,47,4,0,253.8,8,1,4,0
1557,Beauty,1394,4.8,COD,208,4,1,41.2,1,1,5,0
1558,Electronics,44687,15.6,COD,197,7,1,123.3,6,0,5,0
1559,Home,6865,32.6,Prepaid_UPI,421,10,1,369.5,3,0,,1
1560,Footwear,3361,16.7,Prepaid_UPI,18,0,0,135.4,5,1,3,0
1561,Beauty,203,16.6,Wallet,631,14,1,312.8,5,0,3,0
1562,Home,827,0,COD,128,0,0,198.9,4,1,,0
1563,Footwear,3676,23.4,COD,122,4,0,254,3,0,,0
1564,Beauty,1035,5.3,Prepaid_Card,167,3,0,203.9,3,0,5,0
1565,Footwear,3174,35.8,COD,222,7,1,215.2,5,0,1,0
1566,Electronics,33576,11,Prepaid_UPI,772,20,1,363.4,6,1,,0
1567,Apparel,1160,17.6,COD,55,0,0,370.3,9,0,2,1
1568,Apparel,658,54.5,Prepaid_Card,63,0,0,269,4,0,4,0
1569,Electronics,18137,17.4,Wallet,921,18,0,375.4,1,1,,0
1570,Electronics,39352,15.4,Wallet,943,25,1,97.7,6,1,4,0
1571,Electronics,15702,30.8,Prepaid_Card,657,14,2,239.5,1,1,1,0
1572,Home,782,0,Wallet,45,0,0,183.5,8,0,3,0
1573,Home,7685,40.8,COD,190,9,0,179.4,6,1,,1
1574,Footwear,3223,36.9,COD,106,1,0,167.7,2,0,,0
1575,Apparel,1374,29.9,COD,15,0,0,454.5,1,1,2,0
1576,Apparel,1892,0,Wallet,169,1,0,119.9,3,1,5,0
1577,Footwear,2145,18.1,Wallet,1945,44,9,168.4,6,1,2,1
1578,Footwear,4440,2.9,COD,313,7,2,268,3,0,4,0
1579,Beauty,2165,38.9,COD,160,2,0,174.4,6,1,2,0
1580,Footwear,1622,37.8,COD,60,0,0,172.8,7,1,,1
1581,Footwear,1984,27.8,COD,7,0,0,189.3,3,1,2,0
1582,Apparel,896,4,Prepaid_UPI,70,4,1,335.6,6,1,4,0
1583,Electronics,30079,44.4,COD,42,2,0,470,7,1,1,0
1584,Apparel,1551,18.1,Prepaid_UPI,402,8,0,367.7,6,1,4,0
1585,Home,4323,49.1,Prepaid_Card,113,2,0,653.1,6,0,3,0
1586,Beauty,2420,26,COD,455,12,2,580.6,3,0,4,1
1587,Electronics,21886,29.6,COD,1115,28,8,67.7,9,0,5,0
1588,Home,6335,15.1,Wallet,279,4,0,460,2,0,5,0
1589,Apparel,1585,43.1,Prepaid_Card,102,4,1,570.2,4,1,3,0
1590,Apparel,1333,31.1,Prepaid_Card,128,2,0,327.5,7,1,4,0
1591,Apparel,476,43.6,COD,486,8,2,216.8,4,1,1,0
1592,Apparel,1583,24.7,Wallet,25,0,0,136.6,4,0,1,0
1593,Beauty,1660,21.3,Prepaid_UPI,52,4,1,351.3,2,1,2,0
1594,Electronics,6669,30.9,Prepaid_UPI,332,10,1,102.4,3,1,2,0
1595,Footwear,3684,43.6,Prepaid_Card,399,8,1,260.2,10,0,3,0
1596,Home,3896,37.3,Prepaid_UPI,780,17,4,889.9,4,1,2,0
1597,Apparel,983,24.1,COD,741,13,1,88.2,7,0,3,0
1598,Apparel,1883,0,Prepaid_UPI,58,3,0,264.7,3,1,4,1
1599,Footwear,1873,34.2,COD,186,4,1,418.3,2,0,3,0
1600,Apparel,1519,0.4,Prepaid_Card,19,0,0,284.4,3,1,1,0
1601,Beauty,1602,22.5,Wallet,85,2,1,354.6,6,0,3,0
1602,Apparel,495,20.3,Wallet,224,2,1,89.9,1,1,5,1
1603,Home,3556,0.7,Prepaid_Card,221,6,1,639.7,8,0,4,0
1604,Footwear,1391,27.6,Prepaid_Card,155,1,0,278.4,6,1,1,0
1605,Apparel,759,54.3,Prepaid_UPI,232,6,1,105.5,4,0,5,0
1606,Apparel,1579,17.3,Wallet,241,4,0,406.5,3,1,5,0
1607,Beauty,177,33.5,Prepaid_UPI,223,0,0,630.8,3,1,4,0
1608,Apparel,2144,57.3,COD,928,23,10,203.7,7,0,5,1
1609,Electronics,18518,34.9,COD,88,4,0,232.9,1,0,3,0
1610,Electronics,14288,12.3,Prepaid_UPI,233,4,0,462.1,4,1,5,0
1611,Apparel,2056,25.6,Prepaid_UPI,266,6,2,395,7,0,1,0
1612,Footwear,2447,29.2,Prepaid_UPI,287,7,1,149.4,1,1,1,1
1613,Footwear,2957,43.5,Prepaid_UPI,26,2,0,54.4,3,0,3,0
1614,Electronics,31678,40.2,COD,1085,28,6,638.2,1,1,,1
1615,Footwear,3986,0,COD,751,18,5,190.3,2,1,3,0
1616,Apparel,634,9.2,Prepaid_UPI,199,4,1,115.5,5,1,4,1
1617,Apparel,547,20.9,COD,103,3,0,156.8,6,1,,0
1618,Home,7952,6.8,Prepaid_UPI,364,7,1,521.3,4,1,5,0
1619,Beauty,171,0,Prepaid_UPI,688,13,1,20.9,1,0,2,0
1620,Apparel,1675,11.1,Prepaid_UPI,1534,37,6,455.2,3,0,3,0
1621,Apparel,1500,21.9,COD,16,1,0,328.4,5,1,4,0
1622,Electronics,25402,14.1,Prepaid_UPI,57,0,0,211.8,4,1,2,0
1623,Footwear,3643,7,COD,720,15,1,266.8,2,1,3,0
1624,Apparel,2186,22.6,COD,658,16,3,380.6,3,0,2,0
1625,Electronics,3254,27.1,COD,43,0,0,197.2,6,0,2,0
1626,Footwear,2958,15,COD,1289,27,4,156.7,5,0,3,0
